country,region,year_start,crop,predicted_yield_t_ha,rank_within_region_year
Australia,New South Wales,2006,Wheat,0.6582030038272642,2.0
Australia,New South Wales,2007,Barley,0.7205810743820715,1.0
Australia,New South Wales,2007,Canola,0.30444052476484984,4.0
Australia,New South Wales,2007,Oats,0.3885624982990863,3.0
Australia,New South Wales,2007,Wheat,0.6188777798955439,2.0
Australia,New South Wales,2008,Barley,1.460276415844056,1.0
Australia,New South Wales,2008,Canola,0.7736581097722706,4.0
Australia,New South Wales,2008,Oats,1.1094019618080915,3.0
Australia,New South Wales,2008,Wheat,1.4222466248242274,2.0
Australia,New South Wales,2009,Barley,1.2918121663205975,2.0
Australia,New South Wales,2009,Canola,0.7633156726518688,4.0
Australia,New South Wales,2009,Oats,0.894397159934936,3.0
Australia,New South Wales,2009,Wheat,1.458816066705093,1.0
Australia,New South Wales,2010,Barley,2.4558321719411706,2.0
Australia,New South Wales,2010,Canola,1.6201236010247109,4.0
Australia,New South Wales,2010,Oats,1.7258678909420035,3.0
Australia,New South Wales,2010,Wheat,2.57925764983033,1.0
Australia,New South Wales,2011,Barley,2.1048823797066953,2.0
Australia,New South Wales,2011,Canola,1.2077128732068139,4.0
Australia,New South Wales,2011,Oats,1.3802868225400775,3.0
Australia,New South Wales,2011,Wheat,2.1958382474304887,1.0
Australia,New South Wales,2012,Barley,2.054124040528902,1.0
Australia,New South Wales,2012,Canola,1.4187756306483188,4.0
Australia,New South Wales,2012,Oats,1.6368000936748677,3.0
Australia,New South Wales,2012,Wheat,2.0284650561694813,2.0
Australia,New South Wales,2013,Barley,1.9672702246325986,2.0
Australia,New South Wales,2013,Canola,1.0514166444224398,4.0
Australia,New South Wales,2013,Oats,1.3666789913417001,3.0
Australia,New South Wales,2013,Wheat,2.0785729729914735,1.0
Australia,New South Wales,2014,Barley,2.078078373232147,2.0
Australia,New South Wales,2014,Canola,1.3586719429021539,4.0
Australia,New South Wales,2014,Oats,1.7123609469922296,3.0
Australia,New South Wales,2014,Wheat,2.1809532326992356,1.0
Australia,New South Wales,2015,Barley,2.319128536680908,2.0
Australia,New South Wales,2015,Canola,1.5120917103033744,4.0
Australia,New South Wales,2015,Oats,1.7024947376422184,3.0
Australia,New South Wales,2015,Wheat,2.3864299121020345,1.0
Australia,New South Wales,2016,Barley,2.9992794322854914,2.0
Australia,New South Wales,2016,Canola,1.6436109386641002,4.0
Australia,New South Wales,2016,Oats,2.0873675545310837,3.0
Australia,New South Wales,2016,Wheat,3.2153840573006383,1.0
Australia,New South Wales,2017,Barley,1.2288407761889517,1.0
Australia,New South Wales,2017,Canola,0.7738403534561578,4.0
Australia,New South Wales,2017,Oats,0.8417685404410156,3.0
Australia,New South Wales,2017,Wheat,0.924244876902393,2.0
Australia,New South Wales,2018,Barley,1.196349839202669,2.0
Australia,New South Wales,2018,Canola,0.732146133345803,4.0
Australia,New South Wales,2018,Oats,0.9582539268092135,3.0
Australia,New South Wales,2018,Wheat,1.3315972436950918,1.0
Australia,New South Wales,2019,Barley,1.5266549663707631,2.0
Australia,New South Wales,2019,Canola,0.8947730547293752,4.0
Australia,New South Wales,2019,Oats,1.1413487987975848,3.0
Australia,New South Wales,2019,Wheat,1.7192949454929531,1.0
Australia,New South Wales,2020,Barley,2.216729891001944,2.0
Australia,New South Wales,2020,Canola,1.3270832844577474,4.0
Australia,New South Wales,2020,Oats,1.6257811302255625,3.0
Australia,New South Wales,2020,Wheat,2.354917822829547,1.0
Australia,New South Wales,2021,Barley,1.5898310439361287,2.0
Australia,New South Wales,2021,Canola,0.9257952008050705,4.0
Australia,New South Wales,2021,Oats,1.1430498421480164,3.0
Australia,New South Wales,2021,Wheat,1.7047136989405514,1.0
Australia,Queensland,1989,Barley,1.7592847730165928,1.0
Australia,Queensland,1989,Canola,1.000468294338862,3.0
Australia,Queensland,1989,Oats,0.9630011540806438,4.0
Australia,Queensland,1989,Wheat,1.7387496983779476,2.0
Australia,Queensland,1990,Barley,2.074640494053189,1.0
Australia,Queensland,1990,Canola,1.1881266741058052,3.0
Australia,Queensland,1990,Oats,1.1227360508622373,4.0
Australia,Queensland,1990,Wheat,2.0110433155032315,2.0
Australia,Queensland,1991,Barley,0.9066860992267889,1.0
Australia,Queensland,1991,Canola,0.12438548365728574,3.0
Australia,Queensland,1991,Oats,0.10992909183780086,4.0
Australia,Queensland,1991,Wheat,0.7824953018316279,2.0
Australia,Queensland,1992,Barley,1.4329274963828469,1.0
Australia,Queensland,1992,Canola,0.6351873378140025,4.0
Australia,Queensland,1992,Oats,0.665536189428628,3.0
Australia,Queensland,1992,Wheat,1.311663155539969,2.0
Australia,Queensland,1993,Barley,1.2225291666262,1.0
Australia,Queensland,1993,Canola,0.4185309385339131,3.0
Australia,Queensland,1993,Oats,0.38641285469652553,4.0
Australia,Queensland,1993,Wheat,1.1881541279778598,2.0
Australia,Queensland,1994,Barley,0.7218611983434369,1.0
Australia,Queensland,1994,Canola,0.1217973597618045,4.0
Australia,Queensland,1994,Oats,0.22933401447467605,3.0
Australia,Queensland,1994,Wheat,0.7080562732673341,2.0
Australia,Queensland,1995,Barley,1.2065805615945713,1.0
Australia,Queensland,1995,Canola,0.41243025530552746,4.0
Australia,Queensland,1995,Oats,0.48182273232094763,3.0
Australia,Queensland,1995,Wheat,1.037272505974748,2.0
Australia,Queensland,1996,Barley,2.087203730113666,2.0
Australia,Queensland,1996,Canola,0.9321166549553499,4.0
Australia,Queensland,1996,Oats,1.018123966213839,3.0
Australia,Queensland,1996,Wheat,2.239956326301617,1.0
Australia,Queensland,1997,Barley,1.5295803868783733,2.0
Australia,Queensland,1997,Canola,0.8053950941399335,4.0
Australia,Queensland,1997,Oats,0.8217243285884446,3.0
Australia,Queensland,1997,Wheat,1.5405312206454633,1.0
Australia,Queensland,1998,Barley,1.8658075981493354,2.0
Australia,Queensland,1998,Canola,1.0335608790567878,3.0
Australia,Queensland,1998,Oats,0.9580780615543073,4.0
Australia,Queensland,1998,Wheat,2.0561556829557657,1.0
Australia,Queensland,1999,Barley,1.9707935987002088,1.0
Australia,Queensland,1999,Canola,1.1896677258849835,3.0
Australia,Queensland,1999,Oats,1.1383202878200098,4.0
Australia,Queensland,1999,Wheat,1.9115444338795287,2.0
Australia,Queensland,2000,Barley,1.2718362460601895,2.0
Australia,Queensland,2000,Canola,0.4852259958996763,3.0
Australia,Queensland,2000,Oats,0.34497955916721557,4.0
Australia,Queensland,2000,Wheat,1.2987304136897129,1.0
Australia,Queensland,2001,Barley,1.7994352846575639,1.0
Australia,Queensland,2001,Canola,1.1056236837011792,3.0
Australia,Queensland,2001,Oats,0.869762473849589,4.0
Australia,Queensland,2001,Wheat,1.6097493876767637,2.0
Australia,Queensland,2002,Barley,1.2251256170193099,2.0
Australia,Queensland,2002,Canola,0.6868972209511677,3.0
Australia,Queensland,2002,Oats,0.4222473122796364,4.0
Australia,Queensland,2002,Wheat,1.2718756110055716,1.0
Australia,Queensland,2003,Barley,1.4350733517697531,2.0
Australia,Queensland,2003,Canola,0.6832506921144195,3.0
Australia,Queensland,2003,Oats,0.5286695578763394,4.0
Australia,Queensland,2003,Wheat,1.502324555185371,1.0
Australia,Queensland,2004,Barley,1.4890681697548864,2.0
Australia,Queensland,2004,Canola,0.7794803620046971,3.0
Australia,Queensland,2004,Oats,0.6410471612932434,4.0
Australia,Queensland,2004,Wheat,1.594471266140064,1.0
Australia,Queensland,2005,Barley,1.5422334680118186,2.0
Australia,Queensland,2005,Canola,0.6101990796399883,3.0
Australia,Queensland,2005,Oats,0.5883990505979579,4.0
Australia,Queensland,2005,Wheat,1.6584066572537142,1.0
Australia,Queensland,2006,Barley,1.1457813096871423,1.0
Australia,Queensland,2006,Canola,0.4221795270011701,3.0
Australia,Queensland,2006,Oats,0.21325076870136983,4.0
Australia,Queensland,2006,Wheat,1.143338041416196,2.0
Australia,Queensland,2007,Barley,1.265712251402818,1.0
Australia,Queensland,2007,Canola,0.49698091441556724,3.0
Australia,Queensland,2007,Oats,0.3898352174673454,4.0
Australia,Queensland,2007,Wheat,1.236552219232219,2.0
Australia,Queensland,2008,Barley,1.906855134413664,2.0
Australia,Queensland,2008,Canola,0.9798792268234103,3.0
Australia,Queensland,2008,Oats,0.9205064874123583,4.0
Australia,Queensland,2008,Wheat,1.9852623047707292,1.0
Australia,Queensland,2009,Barley,1.6096304330743683,1.0
Australia,Queensland,2009,Canola,0.6517356134748411,3.0
Australia,Queensland,2009,Oats,0.5551575037566283,4.0
Australia,Queensland,2009,Wheat,1.539308624251965,2.0
Australia,Queensland,2010,Barley,1.787371557991825,2.0
Australia,Queensland,2010,Canola,1.0325847613164894,3.0
Australia,Queensland,2010,Oats,0.8667313959781229,4.0
Australia,Queensland,2010,Wheat,1.9144008495731895,1.0
Australia,Queensland,2011,Barley,2.2793479372484793,2.0
Australia,Queensland,2011,Canola,1.265902762335492,3.0
Australia,Queensland,2011,Oats,1.2502770252563264,4.0
Australia,Queensland,2011,Wheat,2.290250824293473,1.0
Australia,Queensland,2012,Barley,1.865844704401015,2.0
Australia,Queensland,2012,Canola,0.8454383878868033,3.0
Australia,Queensland,2012,Oats,0.6354867303579788,4.0
Australia,Queensland,2012,Wheat,1.8840764802817975,1.0
Australia,Queensland,2013,Barley,1.5621777937146741,2.0
Australia,Queensland,2013,Canola,0.4790457482826027,3.0
Australia,Queensland,2013,Oats,0.3494248370161819,4.0
Australia,Queensland,2013,Wheat,1.5933421986035177,1.0
Australia,Queensland,2014,Barley,1.45492913042468,1.0
Australia,Queensland,2014,Canola,0.8106778791498322,3.0
Australia,Queensland,2014,Oats,0.695375221418983,4.0
Australia,Queensland,2014,Wheat,1.437297483871669,2.0
Australia,Queensland,2015,Barley,2.3962660828036624,1.0
Australia,Queensland,2015,Canola,1.344849549200186,3.0
Australia,Queensland,2015,Oats,1.2491212579907984,4.0
Australia,Queensland,2015,Wheat,2.3825442950114297,2.0
Australia,Queensland,2016,Barley,1.7552356241374654,2.0
Australia,Queensland,2016,Canola,0.8438616747030703,3.0
Australia,Queensland,2016,Oats,0.821190632775896,4.0
Australia,Queensland,2016,Wheat,1.9179027939522968,1.0
Australia,Queensland,2017,Barley,0.944854718904508,2.0
Australia,Queensland,2017,Canola,0.2874443906482036,3.0
Australia,Queensland,2017,Oats,0.1758117208687222,4.0
Australia,Queensland,2017,Wheat,1.0024560363309176,1.0
Australia,Queensland,2018,Barley,2.0901422852927753,2.0
Australia,Queensland,2018,Canola,1.5724089755014026,3.0
Australia,Queensland,2018,Oats,1.5519589394585274,4.0
Australia,Queensland,2018,Wheat,2.144771614174546,1.0
Australia,Queensland,2019,Barley,0.6642179143573137,2.0
Australia,Queensland,2019,Canola,0.11398648414137313,3.0
Australia,Queensland,2019,Oats,-0.07682501245831674,4.0
Australia,Queensland,2019,Wheat,0.7586673657134542,1.0
Australia,Queensland,2020,Barley,0.6689224295358182,2.0
Australia,Queensland,2020,Canola,-0.2234166770594601,4.0
Australia,Queensland,2020,Oats,-0.21024926191803606,3.0
Australia,Queensland,2020,Wheat,0.81973069119971,1.0
Australia,Queensland,2021,Barley,2.207163496502054,1.0
Australia,Queensland,2021,Canola,1.156525096401739,4.0
Australia,Queensland,2021,Oats,1.2185804570381407,3.0
Australia,Queensland,2021,Wheat,2.1986600432951837,2.0
Australia,South Australia,1989,Barley,1.8731757977055554,1.0
Australia,South Australia,1989,Canola,1.4836571994326937,3.0
Australia,South Australia,1989,Oats,1.4306484922734641,4.0
Australia,South Australia,1989,Wheat,1.7270503400106116,2.0
Australia,South Australia,1990,Barley,1.6020652609108026,1.0
Australia,South Australia,1990,Canola,1.0005947433820548,4.0
Australia,South Australia,1990,Oats,1.149219617049895,3.0
Australia,South Australia,1990,Wheat,1.293903888466391,2.0
Australia,South Australia,1991,Barley,1.8502590306419102,1.0
Australia,South Australia,1991,Canola,1.4653045404934473,3.0
Australia,South Australia,1991,Oats,1.4051871478825353,4.0
Australia,South Australia,1991,Wheat,1.5865683844344094,2.0
Australia,South Australia,1992,Barley,1.8258598229849,1.0
Australia,South Australia,1992,Canola,1.3439891613138621,4.0
Australia,South Australia,1992,Oats,1.3581387538231928,3.0
Australia,South Australia,1992,Wheat,1.8105959555206057,2.0
Australia,South Australia,1993,Barley,1.8834429005794318,1.0
Australia,South Australia,1993,Canola,1.2266665130933336,4.0
Australia,South Australia,1993,Oats,1.3026971275518873,3.0
Australia,South Australia,1993,Wheat,1.8333204269952015,2.0
Australia,South Australia,1994,Barley,1.116792586346456,1.0
Australia,South Australia,1994,Canola,0.9762507663359619,3.0
Australia,South Australia,1994,Oats,1.0480069849333904,2.0
Australia,South Australia,1994,Wheat,0.8191196801437658,4.0
Australia,South Australia,1995,Barley,2.0657998955210948,1.0
Australia,South Australia,1995,Canola,1.4087136282684682,4.0
Australia,South Australia,1995,Oats,1.460273241069575,3.0
Australia,South Australia,1995,Wheat,1.9098909876164745,2.0
Australia,South Australia,1996,Barley,1.878385545898703,1.0
Australia,South Australia,1996,Canola,1.3387691074745829,3.0
Australia,South Australia,1996,Oats,1.3063614439391211,4.0
Australia,South Australia,1996,Wheat,1.843789142170117,2.0
Australia,South Australia,1997,Barley,2.0597029014388175,1.0
Australia,South Australia,1997,Canola,1.3286031133855138,3.0
Australia,South Australia,1997,Oats,1.3171073626139906,4.0
Australia,South Australia,1997,Wheat,1.897712981677625,2.0
Australia,South Australia,1998,Barley,2.109793319290131,1.0
Australia,South Australia,1998,Canola,1.4103567600508446,4.0
Australia,South Australia,1998,Oats,1.5674212694578815,3.0
Australia,South Australia,1998,Wheat,1.9722814863857947,2.0
Australia,South Australia,1999,Barley,1.6125234514478632,1.0
Australia,South Australia,1999,Canola,0.9714440714089121,4.0
Australia,South Australia,1999,Oats,1.0773531648741206,3.0
Australia,South Australia,1999,Wheat,1.4609291733550855,2.0
Australia,South Australia,2000,Barley,2.1972235478513884,1.0
Australia,South Australia,2000,Canola,1.5224113966139328,4.0
Australia,South Australia,2000,Oats,1.6023485953841183,3.0
Australia,South Australia,2000,Wheat,2.025857370780707,2.0
Australia,South Australia,2001,Barley,2.454007176714261,1.0
Australia,South Australia,2001,Canola,1.725674109801359,4.0
Australia,South Australia,2001,Oats,1.9715012798487443,3.0
Australia,South Australia,2001,Wheat,2.2623009343495557,2.0
Australia,South Australia,2002,Barley,1.1824681354428261,1.0
Australia,South Australia,2002,Canola,0.8637010848919746,4.0
Australia,South Australia,2002,Oats,0.8851223036659133,3.0
Australia,South Australia,2002,Wheat,1.0519638117953836,2.0
Australia,South Australia,2003,Barley,2.0179893539346523,1.0
Australia,South Australia,2003,Canola,1.4968363767474995,4.0
Australia,South Australia,2003,Oats,1.58202963082484,3.0
Australia,South Australia,2003,Wheat,1.9132101843649474,2.0
Australia,South Australia,2004,Barley,1.5334896373675007,1.0
Australia,South Australia,2004,Canola,1.1313679758693242,4.0
Australia,South Australia,2004,Oats,1.192530324268159,3.0
Australia,South Australia,2004,Wheat,1.3974103300371141,2.0
Australia,South Australia,2005,Barley,2.1782384042339054,1.0
Australia,South Australia,2005,Canola,1.4692525236959963,4.0
Australia,South Australia,2005,Oats,1.683172882129152,3.0
Australia,South Australia,2005,Wheat,1.9090173344893988,2.0
Australia,South Australia,2006,Barley,0.8513465086539609,1.0
Australia,South Australia,2006,Canola,0.40633078496689856,4.0
Australia,South Australia,2006,Oats,0.5336107829325918,3.0
Australia,South Australia,2006,Wheat,0.6764360798035393,2.0
Australia,South Australia,2007,Barley,1.3702337225053591,1.0
Australia,South Australia,2007,Canola,0.6167368295169458,4.0
Australia,South Australia,2007,Oats,0.9436570500700481,3.0
Australia,South Australia,2007,Wheat,1.2387477284369595,2.0
Australia,South Australia,2008,Barley,1.4898591428182397,1.0
Australia,South Australia,2008,Canola,0.9787891532549233,3.0
Australia,South Australia,2008,Oats,0.9771380909228289,4.0
Australia,South Australia,2008,Wheat,1.1706210741709973,2.0
Australia,South Australia,2009,Barley,2.0500288533574578,1.0
Australia,South Australia,2009,Canola,1.516361798316481,4.0
Australia,South Australia,2009,Oats,1.5473478435471268,3.0
Australia,South Australia,2009,Wheat,1.8794786968570765,2.0
Australia,South Australia,2010,Barley,2.630255558707548,1.0
Australia,South Australia,2010,Canola,1.7020676574755707,4.0
Australia,South Australia,2010,Oats,1.8380648463317144,3.0
Australia,South Australia,2010,Wheat,2.517858717027427,2.0
Australia,South Australia,2011,Barley,2.0939708554651046,1.0
Australia,South Australia,2011,Canola,1.396498926897077,4.0
Australia,South Australia,2011,Oats,1.4739510977959898,3.0
Australia,South Australia,2011,Wheat,1.8903283227381735,2.0
Australia,South Australia,2012,Barley,1.9107505596455343,1.0
Australia,South Australia,2012,Canola,1.2276856165275973,4.0
Australia,South Australia,2012,Oats,1.4677295522847829,3.0
Australia,South Australia,2012,Wheat,1.6491113616035087,2.0
Australia,South Australia,2013,Barley,2.3215493191057215,1.0
Australia,South Australia,2013,Canola,1.551441944164422,4.0
Australia,South Australia,2013,Oats,1.8817535265281429,3.0
Australia,South Australia,2013,Wheat,2.1589811769022313,2.0
Australia,South Australia,2014,Barley,2.1330357843389827,2.0
Australia,South Australia,2014,Canola,1.3598141001317845,4.0
Australia,South Australia,2014,Oats,1.7362686556299243,3.0
Australia,South Australia,2014,Wheat,2.1438043847247013,1.0
Australia,South Australia,2015,Barley,2.0843884534890504,1.0
Australia,South Australia,2015,Canola,1.367182778586969,4.0
Australia,South Australia,2015,Oats,1.6879558072816787,3.0
Australia,South Australia,2015,Wheat,2.0091503714146848,2.0
Australia,South Australia,2016,Barley,2.5436719427235577,1.0
Australia,South Australia,2016,Canola,1.8568601953310686,4.0
Australia,South Australia,2016,Oats,2.0393207924854577,3.0
Australia,South Australia,2016,Wheat,2.4856901702097307,2.0
Australia,South Australia,2017,Barley,1.6330279277695647,1.0
Australia,South Australia,2017,Canola,1.1262505552746171,4.0
Australia,South Australia,2017,Oats,1.2144619719894598,3.0
Australia,South Australia,2017,Wheat,1.4220652561366078,2.0
Australia,South Australia,2018,Barley,1.8767218055505075,1.0
Australia,South Australia,2018,Canola,1.131554310819725,4.0
Australia,South Australia,2018,Oats,1.4690302377499485,3.0
Australia,South Australia,2018,Wheat,1.783335110467328,2.0
Australia,South Australia,2019,Barley,2.670477077841648,2.0
Australia,South Australia,2019,Canola,1.708216801704536,4.0
Australia,South Australia,2019,Oats,2.09471706332996,3.0
Australia,South Australia,2019,Wheat,2.6849775437122476,1.0
Australia,South Australia,2020,Barley,2.040236011703721,1.0
Australia,South Australia,2020,Canola,1.2405879538160351,4.0
Australia,South Australia,2020,Oats,1.6295464850738568,3.0
Australia,South Australia,2020,Wheat,1.8866410925624115,2.0
Australia,South Australia,2021,Barley,2.1099978632640397,1.0
Australia,South Australia,2021,Canola,1.494419819250831,4.0
Australia,South Australia,2021,Oats,1.6805065392540166,3.0
Australia,South Australia,2021,Wheat,1.928775749150541,2.0
Australia,Tasmania,1989,Barley,2.6916679665881595,2.0
Australia,Tasmania,1989,Canola,1.3404983115767914,4.0
Australia,Tasmania,1989,Oats,1.7278047405701098,3.0
Australia,Tasmania,1989,Wheat,3.4552808435143554,1.0
Australia,Tasmania,1990,Barley,2.8773212636788115,2.0
Australia,Tasmania,1990,Canola,1.2995062438251652,4.0
Australia,Tasmania,1990,Oats,1.8058605518342599,3.0
Australia,Tasmania,1990,Wheat,3.7818126799674934,1.0
Australia,Tasmania,1991,Barley,2.4462203509218208,2.0
Australia,Tasmania,1991,Canola,1.1403965723693765,4.0
Australia,Tasmania,1991,Oats,1.5196965231447892,3.0
Australia,Tasmania,1991,Wheat,3.148635831291294,1.0
Australia,Tasmania,1992,Barley,2.9920976079498613,2.0
Australia,Tasmania,1992,Canola,1.5325923188347657,4.0
Australia,Tasmania,1992,Oats,1.8785051097357657,3.0
Australia,Tasmania,1992,Wheat,3.7169388284195293,1.0
Australia,Tasmania,1993,Barley,2.901553800750386,2.0
Australia,Tasmania,1993,Canola,1.3401914578814418,4.0
Australia,Tasmania,1993,Oats,1.8286637776080679,3.0
Australia,Tasmania,1993,Wheat,3.707444680200531,1.0
Australia,Tasmania,1994,Barley,1.890533863324187,2.0
Australia,Tasmania,1994,Canola,0.5565847786899831,4.0
Australia,Tasmania,1994,Oats,0.9641579476681296,3.0
Australia,Tasmania,1994,Wheat,2.740465688712339,1.0
Australia,Tasmania,1995,Barley,2.921385093224652,2.0
Australia,Tasmania,1995,Canola,1.3907922996033597,4.0
Australia,Tasmania,1995,Oats,1.8839888223311545,3.0
Australia,Tasmania,1995,Wheat,3.7466043502376376,1.0
Australia,Tasmania,1996,Barley,2.726913601026869,2.0
Australia,Tasmania,1996,Canola,1.4059162213779801,4.0
Australia,Tasmania,1996,Oats,1.8697951032223343,3.0
Australia,Tasmania,1996,Wheat,3.501377793756599,1.0
Australia,Tasmania,1997,Barley,2.624677597797393,2.0
Australia,Tasmania,1997,Canola,1.3145115747935585,4.0
Australia,Tasmania,1997,Oats,1.7113595872762584,3.0
Australia,Tasmania,1997,Wheat,3.4571957470028787,1.0
Australia,Tasmania,1998,Barley,3.0060386409411057,2.0
Australia,Tasmania,1998,Canola,1.7359632674843246,4.0
Australia,Tasmania,1998,Oats,2.091033621924108,3.0
Australia,Tasmania,1998,Wheat,3.813924559472622,1.0
Australia,Tasmania,1999,Barley,2.629380501728318,2.0
Australia,Tasmania,1999,Canola,1.4083940655657272,4.0
Australia,Tasmania,1999,Oats,1.7095505142130798,3.0
Australia,Tasmania,1999,Wheat,3.400804860032517,1.0
Australia,Tasmania,2000,Barley,2.8692908183151147,2.0
Australia,Tasmania,2000,Canola,1.4529253051138684,4.0
Australia,Tasmania,2000,Oats,1.8849423275958208,3.0
Australia,Tasmania,2000,Wheat,3.475501850096949,1.0
Australia,Tasmania,2001,Barley,3.4670074699932814,2.0
Australia,Tasmania,2001,Canola,1.7707345357535433,4.0
Australia,Tasmania,2001,Oats,2.1990091678111208,3.0
Australia,Tasmania,2001,Wheat,4.336664313605461,1.0
Australia,Tasmania,2002,Barley,2.884836238708533,2.0
Australia,Tasmania,2002,Canola,1.6124995614839948,4.0
Australia,Tasmania,2002,Oats,1.9440820176007607,3.0
Australia,Tasmania,2002,Wheat,3.6298280707750115,1.0
Australia,Tasmania,2003,Barley,2.9792452030038303,2.0
Australia,Tasmania,2003,Canola,1.3850859441142334,4.0
Australia,Tasmania,2003,Oats,1.7380596345103314,3.0
Australia,Tasmania,2003,Wheat,3.790763518605573,1.0
Australia,Tasmania,2004,Barley,3.6467529825968885,2.0
Australia,Tasmania,2004,Canola,1.963476313375544,4.0
Australia,Tasmania,2004,Oats,2.4035289197544074,3.0
Australia,Tasmania,2004,Wheat,4.41165394386173,1.0
Australia,Tasmania,2005,Barley,3.4018097822841726,2.0
Australia,Tasmania,2005,Canola,1.9196537077173526,4.0
Australia,Tasmania,2005,Oats,2.362667718831611,3.0
Australia,Tasmania,2005,Wheat,4.121714659522425,1.0
Australia,Tasmania,2006,Barley,2.1549374203846376,2.0
Australia,Tasmania,2006,Canola,0.5706318003754947,4.0
Australia,Tasmania,2006,Oats,0.9918064343396107,3.0
Australia,Tasmania,2006,Wheat,2.859811160031322,1.0
Australia,Tasmania,2007,Barley,3.0778828105729588,2.0
Australia,Tasmania,2007,Canola,1.4514821728387393,4.0
Australia,Tasmania,2007,Oats,1.9076904180487717,3.0
Australia,Tasmania,2007,Wheat,3.8018195641670394,1.0
Australia,Tasmania,2008,Barley,2.9599556570590346,2.0
