country,region,year_start,crop,predicted_yield_t_ha,rank_within_region_year
United States,Colorado,2010,Barley,7.084717047619028,1.0
United States,Colorado,2010,Canola,2.6254347928571486,3.0
United States,Colorado,2010,Oats,2.443178969047627,4.0
United States,Colorado,2010,Wheat,2.783513440476193,2.0
United States,Colorado,2011,Barley,6.794914380952381,1.0
United States,Colorado,2011,Canola,2.5469326476190393,3.0
United States,Colorado,2011,Oats,2.5314273666666596,4.0
United States,Colorado,2011,Wheat,2.5610806547618967,2.0
United States,Colorado,2012,Barley,6.5660081904762055,1.0
United States,Colorado,2012,Canola,2.269682459523813,3.0
United States,Colorado,2012,Oats,2.4692563642857195,2.0
United States,Colorado,2012,Wheat,2.1168489880952417,4.0
United States,Colorado,2013,Barley,7.130831333333319,1.0
United States,Colorado,2013,Canola,2.003114090476194,3.0
United States,Colorado,2013,Oats,2.2310992952380997,2.0
United States,Colorado,2013,Wheat,1.8143957738095258,4.0
United States,Colorado,2014,Barley,6.663232476190478,1.0
United States,Colorado,2014,Canola,2.3427168642857126,3.0
United States,Colorado,2014,Oats,2.241065792857139,4.0
United States,Colorado,2014,Wheat,2.4486529404761876,2.0
United States,Colorado,2015,Barley,6.984982095238079,1.0
United States,Colorado,2015,Canola,2.6327591333333387,4.0
United States,Colorado,2015,Oats,2.6652250904761963,2.0
United States,Colorado,2015,Wheat,2.6441744880952434,3.0
United States,Colorado,2016,Barley,6.583403523809524,1.0
United States,Colorado,2016,Canola,2.3310750142857133,3.0
United States,Colorado,2016,Oats,2.2898076833333345,4.0
United States,Colorado,2016,Wheat,2.3760048857142837,2.0
United States,Colorado,2017,Barley,6.701532952380951,1.0
United States,Colorado,2017,Canola,2.368151157142856,4.0
United States,Colorado,2017,Oats,2.379351971428571,3.0
United States,Colorado,2017,Wheat,2.379431897619045,2.0
United States,Colorado,2018,Barley,6.685597904761904,1.0
United States,Colorado,2018,Canola,2.175913135714288,3.0
United States,Colorado,2018,Oats,2.2830273023809537,2.0
United States,Colorado,2018,Wheat,2.0969940809523853,4.0
United States,Colorado,2019,Barley,6.752309904761898,1.0
United States,Colorado,2019,Canola,2.4017531047619043,3.0
United States,Colorado,2019,Oats,2.3641643380952373,4.0
United States,Colorado,2019,Wheat,2.4669637785714276,2.0
United States,Colorado,2020,Barley,6.588527333333338,1.0
United States,Colorado,2020,Canola,2.1635233114285763,3.0
United States,Colorado,2020,Oats,2.2157631047619093,2.0
United States,Colorado,2020,Wheat,2.1258327476190537,4.0
United States,Colorado,2021,Barley,6.6473742857142915,1.0
United States,Colorado,2021,Canola,2.264536635714286,3.0
United States,Colorado,2021,Oats,2.354254097619049,2.0
United States,Colorado,2021,Wheat,2.1888268452380975,4.0
United States,Illinois,1989,Barley,3.5931950142857145,2.0
United States,Illinois,1989,Canola,2.3272430899999983,4.0
United States,Illinois,1989,Oats,2.7918987476190424,3.0
United States,Illinois,1989,Wheat,3.8791145000000062,1.0
United States,Illinois,1990,Barley,3.0749377999999967,2.0
United States,Illinois,1990,Canola,2.1357205240476174,4.0
United States,Illinois,1990,Oats,2.445172495238092,3.0
United States,Illinois,1990,Wheat,3.1910701428571397,1.0
United States,Illinois,1991,Barley,2.59574390952381,1.0
United States,Illinois,1991,Canola,1.866341161428571,4.0
United States,Illinois,1991,Oats,2.0486552666666653,3.0
United States,Illinois,1991,Wheat,2.498875500000002,2.0
United States,Illinois,1992,Barley,3.348866395238101,2.0
United States,Illinois,1992,Canola,2.299723210714288,3.0
United States,Illinois,1992,Oats,2.1854224523809513,4.0
United States,Illinois,1992,Wheat,3.6011414285714376,1.0
United States,Illinois,1993,Barley,2.8540206476190475,2.0
United States,Illinois,1993,Canola,2.0656142714285703,3.0
United States,Illinois,1993,Oats,1.904201652380952,4.0
United States,Illinois,1993,Wheat,2.9559897619047626,1.0
United States,Illinois,1994,Barley,3.4304977285714324,2.0
United States,Illinois,1994,Canola,2.3525950907142854,3.0
United States,Illinois,1994,Oats,2.2055438142857158,4.0
United States,Illinois,1994,Wheat,3.7414281309523885,1.0
United States,Illinois,1995,Barley,3.1210194952381,2.0
United States,Illinois,1995,Canola,2.215810262619049,4.0
United States,Illinois,1995,Oats,2.3820412952381,3.0
United States,Illinois,1995,Wheat,3.2976838095238117,1.0
United States,Illinois,1996,Barley,2.7321863333333307,1.0
United States,Illinois,1996,Canola,1.953985807619047,4.0
United States,Illinois,1996,Oats,2.367146704761903,3.0
United States,Illinois,1996,Wheat,2.6305253809523794,2.0
United States,Illinois,1997,Barley,3.6775736999999995,2.0
United States,Illinois,1997,Canola,2.3677213557142873,4.0
United States,Illinois,1997,Oats,2.665636347619043,3.0
United States,Illinois,1997,Wheat,4.087896928571427,1.0
United States,Illinois,1998,Barley,3.06147174285714,2.0
United States,Illinois,1998,Canola,2.1641632133333326,3.0
United States,Illinois,1998,Oats,2.0297295714285695,4.0
United States,Illinois,1998,Wheat,3.232323214285713,1.0
United States,Illinois,1999,Barley,3.606150295238097,2.0
United States,Illinois,1999,Canola,2.2543490873809513,4.0
United States,Illinois,1999,Oats,2.5454718476190488,3.0
United States,Illinois,1999,Wheat,3.9835697619047714,1.0
United States,Illinois,2000,Barley,3.5036794142857097,2.0
United States,Illinois,2000,Canola,2.2753478897619046,4.0
United States,Illinois,2000,Oats,2.6248811952380975,3.0
United States,Illinois,2000,Wheat,3.8205045238095194,1.0
United States,Illinois,2001,Barley,3.745751695238098,2.0
United States,Illinois,2001,Canola,2.471405040714289,4.0
United States,Illinois,2001,Oats,2.9080663047619106,3.0
United States,Illinois,2001,Wheat,4.107213690476188,1.0
United States,Illinois,2002,Barley,3.2354158952380945,2.0
United States,Illinois,2002,Canola,2.231634804523809,4.0
United States,Illinois,2002,Oats,2.6190053476190505,3.0
United States,Illinois,2002,Wheat,3.3740349761904755,1.0
United States,Illinois,2003,Barley,3.9303890190476176,2.0
United States,Illinois,2003,Canola,2.5350252095238113,4.0
United States,Illinois,2003,Oats,3.0482326000000097,3.0
United States,Illinois,2003,Wheat,4.348160833333326,1.0
United States,Illinois,2004,Barley,3.603368347619049,2.0
United States,Illinois,2004,Canola,2.4802036073809544,4.0
United States,Illinois,2004,Oats,2.506663923809524,3.0
United States,Illinois,2004,Wheat,3.9308265476190454,1.0
United States,Illinois,2005,Barley,3.7257496476190473,2.0
United States,Illinois,2005,Canola,2.415622284761907,4.0
United States,Illinois,2005,Oats,2.8092017523809587,3.0
United States,Illinois,2005,Wheat,4.105804642857138,1.0
United States,Illinois,2006,Barley,3.9409407571428585,2.0
United States,Illinois,2006,Canola,2.552528512380952,4.0
United States,Illinois,2006,Oats,2.753193309523808,3.0
United States,Illinois,2006,Wheat,4.459251428571434,1.0
United States,Illinois,2007,Barley,3.359949719047621,2.0
United States,Illinois,2007,Canola,2.2547352764285686,3.0
United States,Illinois,2007,Oats,2.249510185714282,4.0
United States,Illinois,2007,Wheat,3.7024199285714317,1.0
United States,Illinois,2008,Barley,3.794407238095234,2.0
United States,Illinois,2008,Canola,2.606554922619046,3.0
United States,Illinois,2008,Oats,2.5042384285714276,4.0
United States,Illinois,2008,Wheat,4.25513166666666,1.0
United States,Illinois,2009,Barley,3.4627980523809576,2.0
United States,Illinois,2009,Canola,2.47714797809524,3.0
United States,Illinois,2009,Oats,2.318004804761903,4.0
United States,Illinois,2009,Wheat,3.7765166190476247,1.0
United States,Illinois,2010,Barley,3.529354647619048,2.0
United States,Illinois,2010,Canola,2.4424121980952385,3.0
United States,Illinois,2010,Oats,2.3285608333333316,4.0
United States,Illinois,2010,Wheat,3.8566914285714287,1.0
United States,Illinois,2011,Barley,3.6738984333333318,2.0
United States,Illinois,2011,Canola,2.4172462530952386,4.0
United States,Illinois,2011,Oats,2.435350947619048,3.0
United States,Illinois,2011,Wheat,4.107758095238096,1.0
United States,Illinois,2012,Barley,3.800894214285712,2.0
United States,Illinois,2012,Canola,2.50646566,4.0
United States,Illinois,2012,Oats,2.7366931095238134,3.0
United States,Illinois,2012,Wheat,4.273321190476185,1.0
United States,Illinois,2013,Barley,3.924877966666668,2.0
United States,Illinois,2013,Canola,2.6270477871428555,3.0
United States,Illinois,2013,Oats,2.4732706619047633,4.0
United States,Illinois,2013,Wheat,4.4701075000000055,1.0
United States,Illinois,2014,Barley,3.956150161904757,2.0
United States,Illinois,2014,Canola,2.7500973752380933,4.0
United States,Illinois,2014,Oats,2.7976208666666613,3.0
United States,Illinois,2014,Wheat,4.419573928571422,1.0
United States,Illinois,2015,Barley,3.933801371428562,2.0
United States,Illinois,2015,Canola,2.6885113445238074,4.0
United States,Illinois,2015,Oats,2.749742957142852,3.0
United States,Illinois,2015,Wheat,4.356070714285699,1.0
United States,Illinois,2016,Barley,3.618292861904758,2.0
United States,Illinois,2016,Canola,2.6062088854761885,3.0
United States,Illinois,2016,Oats,2.467428976190474,4.0
United States,Illinois,2016,Wheat,4.061791119047614,1.0
United States,Illinois,2017,Barley,3.715503457142856,2.0
United States,Illinois,2017,Canola,2.5442504133333324,3.0
United States,Illinois,2017,Oats,2.532917347619046,4.0
United States,Illinois,2017,Wheat,4.21058654761904,1.0
United States,Illinois,2018,Barley,3.5797412095238075,2.0
United States,Illinois,2018,Canola,2.526585529047618,3.0
United States,Illinois,2018,Oats,2.52637534285714,4.0
United States,Illinois,2018,Wheat,4.046336428571425,1.0
United States,Illinois,2019,Barley,3.681698109523809,2.0
United States,Illinois,2019,Canola,2.5616884042857113,3.0
United States,Illinois,2019,Oats,2.4531834619047603,4.0
United States,Illinois,2019,Wheat,4.082331190476188,1.0
United States,Illinois,2020,Barley,3.708697790476188,2.0
United States,Illinois,2020,Canola,2.543843850952381,3.0
United States,Illinois,2020,Oats,2.5247355714285713,4.0
United States,Illinois,2020,Wheat,4.096492119047612,1.0
United States,Illinois,2021,Barley,3.680633795238096,2.0
United States,Illinois,2021,Canola,2.624101235476189,3.0
United States,Illinois,2021,Oats,2.498038042857141,4.0
United States,Illinois,2021,Wheat,4.088543809523809,1.0
United States,Iowa,1989,Barley,3.154162976190472,1.0
United States,Iowa,1989,Canola,1.4183905585714283,4.0
United States,Iowa,1989,Oats,2.579497104761909,3.0
United States,Iowa,1989,Wheat,3.1194424880952347,2.0
United States,Iowa,1990,Barley,2.968149195238091,2.0
United States,Iowa,1990,Canola,1.456993464047622,4.0
United States,Iowa,1990,Oats,2.4290993190476224,3.0
United States,Iowa,1990,Wheat,3.009674476190467,1.0
United States,Iowa,1991,Barley,2.6275412809523795,1.0
United States,Iowa,1991,Canola,1.5359584930952386,4.0
United States,Iowa,1991,Oats,1.8083091857142866,3.0
United States,Iowa,1991,Wheat,2.326385654761906,2.0
United States,Iowa,1992,Barley,2.830337871428568,1.0
United States,Iowa,1992,Canola,1.5211124369047633,4.0
United States,Iowa,1992,Oats,2.3874730380952385,3.0
United States,Iowa,1992,Wheat,2.6507772380952366,2.0
United States,Iowa,1993,Barley,2.5250987619047667,1.0
United States,Iowa,1993,Canola,1.474613429523812,4.0
United States,Iowa,1993,Oats,1.5693466619047614,3.0
United States,Iowa,1993,Wheat,1.906041130952382,2.0
United States,Iowa,1994,Barley,3.0923671809523805,2.0
United States,Iowa,1994,Canola,1.6474374226190482,4.0
United States,Iowa,1994,Oats,2.2204554857142846,3.0
United States,Iowa,1994,Wheat,3.099792678571426,1.0
United States,Iowa,1995,Barley,2.6821487285714305,1.0
United States,Iowa,1995,Canola,1.5048707599999993,4.0
United States,Iowa,1995,Oats,2.3089177380952344,3.0
United States,Iowa,1995,Wheat,2.4327751547619028,2.0
United States,Iowa,1996,Barley,2.655451709523809,1.0
United States,Iowa,1996,Canola,1.6311031592857157,4.0
United States,Iowa,1996,Oats,2.4230355809523845,2.0
United States,Iowa,1996,Wheat,2.3884157738095224,3.0
United States,Iowa,1997,Barley,2.91826914761904,1.0
United States,Iowa,1997,Canola,1.406053700238095,4.0
United States,Iowa,1997,Oats,2.584945928571431,3.0
United States,Iowa,1997,Wheat,2.8510285238095165,2.0
United States,Iowa,1998,Barley,2.9714088142857156,1.0
United States,Iowa,1998,Canola,1.5571864392857158,4.0
United States,Iowa,1998,Oats,2.1299947619047614,3.0
United States,Iowa,1998,Wheat,2.9431866428571434,2.0
United States,Iowa,1999,Barley,2.935811523809523,1.0
United States,Iowa,1999,Canola,1.373486912619047,4.0
United States,Iowa,1999,Oats,2.3336851190476198,3.0
United States,Iowa,1999,Wheat,2.921717880952375,2.0
United States,Iowa,2000,Barley,3.1272136333333322,2.0
United States,Iowa,2000,Canola,1.395235731190476,4.0
United States,Iowa,2000,Oats,2.40072785714286,3.0
United States,Iowa,2000,Wheat,3.1960306309523774,1.0
United States,Iowa,2001,Barley,3.4116833142857157,2.0
United States,Iowa,2001,Canola,1.4290523480952384,4.0
United States,Iowa,2001,Oats,2.4943485571428585,3.0
United States,Iowa,2001,Wheat,3.5835283333333323,1.0
United States,Iowa,2002,Barley,3.4156844142857192,2.0
United States,Iowa,2002,Canola,1.4213272402380954,4.0
United States,Iowa,2002,Oats,2.695528014285717,3.0
United States,Iowa,2002,Wheat,3.564797607142864,1.0
United States,Iowa,2003,Barley,3.8101179380952384,2.0
United States,Iowa,2003,Canola,1.3321560633333327,4.0
United States,Iowa,2003,Oats,2.9731447333333376,3.0
United States,Iowa,2003,Wheat,4.044802488095242,1.0
United States,Iowa,2004,Barley,3.491591442857143,2.0
United States,Iowa,2004,Canola,1.5891643240476196,4.0
United States,Iowa,2004,Oats,2.5753464333333365,3.0
United States,Iowa,2004,Wheat,3.6587682738095224,1.0
United States,Iowa,2005,Barley,3.3249398476190444,2.0
United States,Iowa,2005,Canola,1.2910024719047617,4.0
United States,Iowa,2005,Oats,2.8291693857142888,3.0
United States,Iowa,2005,Wheat,3.4156178928571417,1.0
United States,Iowa,2006,Barley,3.8832427904761926,2.0
United States,Iowa,2006,Canola,1.372289588333333,4.0
United States,Iowa,2006,Oats,2.727657285714289,3.0
United States,Iowa,2006,Wheat,4.1495779880952455,1.0
United States,Iowa,2007,Barley,3.16562528095238,2.0
United States,Iowa,2007,Canola,1.5234376173809532,4.0
United States,Iowa,2007,Oats,2.533429776190476,3.0
United States,Iowa,2007,Wheat,3.2390033809523806,1.0
United States,Iowa,2008,Barley,3.197396852380952,2.0
United States,Iowa,2008,Canola,1.7769095721428574,4.0
United States,Iowa,2008,Oats,2.336025209523809,3.0
United States,Iowa,2008,Wheat,3.2491581309523805,1.0
United States,Iowa,2009,Barley,3.082644947619048,1.0
United States,Iowa,2009,Canola,1.7376692140476209,4.0
United States,Iowa,2009,Oats,2.344480280952382,3.0
United States,Iowa,2009,Wheat,3.049159833333337,2.0
United States,Iowa,2010,Barley,3.020251638095239,2.0
United States,Iowa,2010,Canola,1.579447679761905,4.0
United States,Iowa,2010,Oats,2.2151091476190468,3.0
United States,Iowa,2010,Wheat,3.09189560714286,1.0
United States,Iowa,2011,Barley,3.0185951619047606,2.0
United States,Iowa,2011,Canola,1.4828999823809512,4.0
United States,Iowa,2011,Oats,2.2961753476190507,3.0
United States,Iowa,2011,Wheat,3.0472544166666675,1.0
United States,Iowa,2012,Barley,3.3236325809523817,2.0
United States,Iowa,2012,Canola,1.4353321411904747,4.0
United States,Iowa,2012,Oats,2.3433700190476188,3.0
United States,Iowa,2012,Wheat,3.409783154761908,1.0
United States,Iowa,2013,Barley,3.3790723047619062,2.0
United States,Iowa,2013,Canola,1.5361350733333312,4.0
United States,Iowa,2013,Oats,2.380948114285713,3.0
United States,Iowa,2013,Wheat,3.4953155476190503,1.0
United States,Iowa,2014,Barley,3.251359104761904,2.0
United States,Iowa,2014,Canola,1.8632192907142853,4.0
United States,Iowa,2014,Oats,2.3222067190476214,3.0
United States,Iowa,2014,Wheat,3.3049596190476205,1.0
United States,Iowa,2015,Barley,3.4714697380952417,2.0
United States,Iowa,2015,Canola,1.721879303571429,4.0
United States,Iowa,2015,Oats,2.6119167523809517,3.0
United States,Iowa,2015,Wheat,3.52279197619048,1.0
United States,Iowa,2016,Barley,3.1997807690476168,2.0
United States,Iowa,2016,Canola,1.704364123571428,4.0
United States,Iowa,2016,Oats,2.5151189952380935,3.0
United States,Iowa,2016,Wheat,3.3180189285714285,1.0
United States,Iowa,2017,Barley,3.2820522214285717,2.0
United States,Iowa,2017,Canola,1.5004709604761894,4.0
United States,Iowa,2017,Oats,2.641415557142857,3.0
United States,Iowa,2017,Wheat,3.3774166904761933,1.0
United States,Iowa,2018,Barley,2.8702470880952413,2.0
United States,Iowa,2018,Canola,1.5057291028571418,4.0
United States,Iowa,2018,Oats,2.3493483523809524,3.0
United States,Iowa,2018,Wheat,3.0668273690476204,1.0
United States,Iowa,2019,Barley,2.9679091500000023,2.0
United States,Iowa,2019,Canola,1.8649285347619036,4.0
United States,Iowa,2019,Oats,2.2695632238095254,3.0
United States,Iowa,2019,Wheat,3.0863939166666654,1.0
United States,Iowa,2020,Barley,3.281329700000001,2.0
United States,Iowa,2020,Canola,1.4887491297619029,4.0
United States,Iowa,2020,Oats,2.531431304761905,3.0
United States,Iowa,2020,Wheat,3.3668968690476206,1.0
United States,Iowa,2021,Barley,3.3683702095238135,2.0
United States,Iowa,2021,Canola,1.5185859847619037,4.0
United States,Iowa,2021,Oats,2.507295919047619,3.0
United States,Iowa,2021,Wheat,3.450290071428578,1.0
United States,Kansas,1989,Barley,1.6461775238095278,2.0
United States,Kansas,1989,Canola,1.4094736349999994,4.0
United States,Kansas,1989,Oats,1.6229979333333306,3.0
United States,Kansas,1989,Wheat,1.712662154761908,1.0
United States,Kansas,1990,Barley,2.4365635714285685,2.0
United States,Kansas,1990,Canola,1.4887520604761897,4.0
United States,Kansas,1990,Oats,2.0035957142857144,3.0
United States,Kansas,1990,Wheat,2.628690416666665,1.0
United States,Kansas,1991,Barley,1.8178059285714292,3.0
United States,Kansas,1991,Canola,1.450781705952379,4.0
United States,Kansas,1991,Oats,1.8792634619047632,2.0
United States,Kansas,1991,Wheat,2.178112214285713,1.0
United States,Kansas,1992,Barley,2.182794095238097,2.0
United States,Kansas,1992,Canola,1.4679345688095242,4.0
United States,Kansas,1992,Oats,1.9798190285714317,3.0
United States,Kansas,1992,Wheat,2.287941071428571,1.0
United States,Kansas,1993,Barley,2.4455174285714327,1.0
United States,Kansas,1993,Canola,1.4721861980952395,3.0
United States,Kansas,1993,Oats,1.3877761380952394,4.0
United States,Kansas,1993,Wheat,2.366706833333331,2.0
United States,Kansas,1994,Barley,2.0780250000000025,2.0
United States,Kansas,1994,Canola,1.4457235492857137,4.0
United States,Kansas,1994,Oats,1.6634797904761887,3.0
United States,Kansas,1994,Wheat,2.5358501904761943,1.0
United States,Kansas,1995,Barley,1.8675645238095206,1.0
United States,Kansas,1995,Canola,1.4739106735714285,4.0
United States,Kansas,1995,Oats,1.7023218761904721,3.0
United States,Kansas,1995,Wheat,1.7958952380952355,2.0
United States,Kansas,1996,Barley,1.821213261904764,3.0
United States,Kansas,1996,Canola,1.427849799523809,4.0
United States,Kansas,1996,Oats,1.8565287142857159,2.0
United States,Kansas,1996,Wheat,1.9389071666666684,1.0
United States,Kansas,1997,Barley,2.3301292380952368,2.0
United States,Kansas,1997,Canola,1.481391874761904,4.0
United States,Kansas,1997,Oats,2.0966015000000024,3.0
United States,Kansas,1997,Wheat,2.9604795000000026,1.0
United States,Kansas,1998,Barley,1.9579485238095247,2.0
United States,Kansas,1998,Canola,1.4689154221428558,4.0
United States,Kansas,1998,Oats,1.617497866666664,3.0
United States,Kansas,1998,Wheat,3.0694949523809556,1.0
United States,Kansas,1999,Barley,2.494059119047624,2.0
United States,Kansas,1999,Canola,1.4852721059523795,4.0
United States,Kansas,1999,Oats,1.6865561571428553,3.0
United States,Kansas,1999,Wheat,3.0716149285714325,1.0
United States,Kansas,2000,Barley,1.9542465714285693,2.0
United States,Kansas,2000,Canola,1.5032029492857122,4.0
United States,Kansas,2000,Oats,1.5764010952380916,3.0
United States,Kansas,2000,Wheat,2.433559738095236,1.0
United States,Kansas,2001,Barley,2.622711571428576,2.0
United States,Kansas,2001,Canola,1.5023931816666651,4.0
United States,Kansas,2001,Oats,1.8939701619047664,3.0
United States,Kansas,2001,Wheat,2.7031425714285753,1.0
United States,Kansas,2002,Barley,1.9875064999999963,2.0
United States,Kansas,2002,Canola,1.4536550988095227,4.0
United States,Kansas,2002,Oats,1.8563408238095243,3.0
United States,Kansas,2002,Wheat,2.2296705476190457,1.0
United States,Kansas,2003,Barley,3.0717878571428447,2.0
United States,Kansas,2003,Canola,1.4872940383333308,4.0
United States,Kansas,2003,Oats,2.2089770857142828,3.0
United States,Kansas,2003,Wheat,3.151049988095235,1.0
United States,Kansas,2004,Barley,1.6635088095238069,2.0
United States,Kansas,2004,Canola,1.4465466635714281,4.0
United States,Kansas,2004,Oats,1.5701153047619028,3.0
United States,Kansas,2004,Wheat,2.3896294761904806,1.0
United States,Kansas,2005,Barley,2.255616238095237,2.0
United States,Kansas,2005,Canola,1.5250485809523797,4.0
United States,Kansas,2005,Oats,2.1133749952380994,3.0
United States,Kansas,2005,Wheat,2.6763354404761928,1.0
United States,Kansas,2006,Barley,1.560148761904759,3.0
United States,Kansas,2006,Canola,1.4909392861904744,4.0
United States,Kansas,2006,Oats,1.6618400190476175,2.0
United States,Kansas,2006,Wheat,2.13840269047619,1.0
United States,Kansas,2007,Barley,2.690089666666665,1.0
United States,Kansas,2007,Canola,1.5760620388095228,4.0
United States,Kansas,2007,Oats,1.6371067999999984,3.0
United States,Kansas,2007,Wheat,2.2960430952380935,2.0
United States,Kansas,2008,Barley,2.0927431428571395,2.0
United States,Kansas,2008,Canola,1.4955778688095234,4.0
United States,Kansas,2008,Oats,1.9364846523809554,3.0
United States,Kansas,2008,Wheat,2.64293780952381,1.0
United States,Kansas,2009,Barley,2.700337285714286,2.0
United States,Kansas,2009,Canola,1.56525272142857,4.0
United States,Kansas,2009,Oats,1.9065417428571463,3.0
United States,Kansas,2009,Wheat,2.7983749761904715,1.0
United States,Kansas,2010,Barley,2.358105238095241,2.0
United States,Kansas,2010,Canola,1.5454125440476174,4.0
United States,Kansas,2010,Oats,1.816388476190477,3.0
United States,Kansas,2010,Wheat,2.9462321071428543,1.0
United States,Kansas,2011,Barley,1.7509274047619046,2.0
United States,Kansas,2011,Canola,1.4263053433333313,3.0
United States,Kansas,2011,Oats,1.3177954761904809,4.0
United States,Kansas,2011,Wheat,2.3229046666666693,1.0
United States,Kansas,2012,Barley,2.9375824761904656,1.0
United States,Kansas,2012,Canola,1.526430135952379,3.0
United States,Kansas,2012,Oats,1.2834627619047663,4.0
United States,Kansas,2012,Wheat,2.869352547619044,2.0
United States,Kansas,2013,Barley,2.516943333333333,2.0
United States,Kansas,2013,Canola,1.6256472738095227,3.0
United States,Kansas,2013,Oats,1.438984833333337,4.0
United States,Kansas,2013,Wheat,2.561542892857146,1.0
United States,Kansas,2014,Barley,1.8858180952380963,3.0
United States,Kansas,2014,Canola,1.5716872528571415,4.0
United States,Kansas,2014,Oats,2.0178241476190517,2.0
United States,Kansas,2014,Wheat,2.0310684880952397,1.0
