country,region,year_start,crop,predicted_yield_t_ha,rank_within_region_year
Australia,New South Wales,2004,Barley,1.6478990722759996,2.0
Australia,New South Wales,2004,Canola,1.006530176162657,4.0
Australia,New South Wales,2004,Oats,1.149654070513204,3.0
Australia,New South Wales,2004,Wheat,1.7494144427357408,1.0
Australia,New South Wales,2005,Barley,2.19864589065727,2.0
Australia,New South Wales,2005,Canola,1.479700623014254,4.0
Australia,New South Wales,2005,Oats,1.5172435531303698,3.0
Australia,New South Wales,2005,Wheat,2.366071472852722,1.0
Australia,New South Wales,2006,Barley,0.8191303445560199,1.0
Australia,New South Wales,2006,Canola,0.1933510306878785,4.0
Australia,New South Wales,2006,Oats,0.22341659415426918,3.0
Australia,New South Wales,2006,Wheat,0.757293108392961,2.0
Australia,New South Wales,2007,Barley,0.7874312579138942,2.0
Australia,New South Wales,2007,Canola,0.19999599882212704,4.0
Australia,New South Wales,2007,Oats,0.3104867284107682,3.0
Australia,New South Wales,2007,Wheat,0.8100208160289357,1.0
Australia,New South Wales,2008,Barley,1.311001541949794,2.0
Australia,New South Wales,2008,Canola,0.852599984440944,3.0
Australia,New South Wales,2008,Oats,0.8457457699580859,4.0
Australia,New South Wales,2008,Wheat,1.556005688788229,1.0
Australia,New South Wales,2009,Barley,1.340837815343754,1.0
Australia,New South Wales,2009,Canola,0.8251824238467309,4.0
Australia,New South Wales,2009,Oats,0.8674856224841727,3.0
Australia,New South Wales,2009,Wheat,1.1754312416209551,2.0
Australia,New South Wales,2010,Barley,2.546354332823218,2.0
Australia,New South Wales,2010,Canola,1.678194022134444,4.0
Australia,New South Wales,2010,Oats,1.71269334157161,3.0
Australia,New South Wales,2010,Wheat,2.654951714250358,1.0
Australia,New South Wales,2011,Barley,2.237078405126862,1.0
Australia,New South Wales,2011,Canola,1.3762399465131372,3.0
Australia,New South Wales,2011,Oats,1.310892835213257,4.0
Australia,New South Wales,2011,Wheat,2.1193509777122697,2.0
Australia,New South Wales,2012,Barley,2.1577386619505288,1.0
Australia,New South Wales,2012,Canola,1.2327691309556412,3.0
Australia,New South Wales,2012,Oats,1.1793614039117748,4.0
Australia,New South Wales,2012,Wheat,1.8968320221136774,2.0
Australia,New South Wales,2013,Barley,2.193605371625011,1.0
Australia,New South Wales,2013,Canola,1.3778029417643807,4.0
Australia,New South Wales,2013,Oats,1.4433907858534412,3.0
Australia,New South Wales,2013,Wheat,1.8836322362615516,2.0
Australia,New South Wales,2014,Barley,2.1826706994616814,1.0
Australia,New South Wales,2014,Canola,1.32100668513047,3.0
Australia,New South Wales,2014,Oats,1.2552522978554919,4.0
Australia,New South Wales,2014,Wheat,2.0366770157866663,2.0
Australia,New South Wales,2015,Barley,2.656461851686594,1.0
Australia,New South Wales,2015,Canola,1.552690052495881,4.0
Australia,New South Wales,2015,Oats,1.5679428495453889,3.0
Australia,New South Wales,2015,Wheat,2.2811380464447994,2.0
Australia,New South Wales,2016,Barley,3.3550545932735014,2.0
Australia,New South Wales,2016,Canola,1.8415449147387992,4.0
Australia,New South Wales,2016,Oats,2.1627283148094625,3.0
Australia,New South Wales,2016,Wheat,3.4889194401305743,1.0
Australia,New South Wales,2017,Barley,1.527530424953866,1.0
Australia,New South Wales,2017,Canola,0.8375826098162991,4.0
Australia,New South Wales,2017,Oats,0.907024947665569,3.0
Australia,New South Wales,2017,Wheat,1.3246950321528737,2.0
Australia,New South Wales,2018,Barley,1.4508628043208485,1.0
Australia,New South Wales,2018,Canola,0.8634683697140997,3.0
Australia,New South Wales,2018,Oats,0.822462819803746,4.0
Australia,New South Wales,2018,Wheat,1.2030864581001495,2.0
Australia,New South Wales,2019,Barley,1.2563757093974737,2.0
Australia,New South Wales,2019,Canola,0.8044278341378672,4.0
Australia,New South Wales,2019,Oats,0.8108185573623867,3.0
Australia,New South Wales,2019,Wheat,1.2656728139707798,1.0
Australia,New South Wales,2020,Barley,2.9899778895051075,2.0
Australia,New South Wales,2020,Canola,2.0380938995977993,4.0
Australia,New South Wales,2020,Oats,2.2243792333831722,3.0
Australia,New South Wales,2020,Wheat,3.0909134044597866,1.0
Australia,New South Wales,2021,Barley,2.411923103225517,2.0
Australia,New South Wales,2021,Canola,1.5296753850922253,4.0
Australia,New South Wales,2021,Oats,1.8045519874639568,3.0
Australia,New South Wales,2021,Wheat,2.4514780662468896,1.0
Australia,Queensland,1989,Barley,1.8949328036494584,1.0
Australia,Queensland,1989,Canola,0.9120432301316463,3.0
Australia,Queensland,1989,Oats,0.8961212994635903,4.0
Australia,Queensland,1989,Wheat,1.586198751784806,2.0
Australia,Queensland,1990,Barley,2.128457757995922,1.0
Australia,Queensland,1990,Canola,1.2401181251804132,3.0
Australia,Queensland,1990,Oats,1.1426950721908875,4.0
Australia,Queensland,1990,Wheat,1.8653521045574166,2.0
Australia,Queensland,1991,Barley,0.8164739864688295,1.0
Australia,Queensland,1991,Canola,0.22088468624484614,3.0
Australia,Queensland,1991,Oats,0.18397979085049632,4.0
Australia,Queensland,1991,Wheat,0.7047878893034711,2.0
Australia,Queensland,1992,Barley,1.6322674217052842,1.0
Australia,Queensland,1992,Canola,0.5936671625893957,3.0
Australia,Queensland,1992,Oats,0.5439949822562742,4.0
Australia,Queensland,1992,Wheat,1.3506148446154613,2.0
Australia,Queensland,1993,Barley,1.2571089610397301,1.0
Australia,Queensland,1993,Canola,0.4549411738990309,3.0
Australia,Queensland,1993,Oats,0.41493940449404276,4.0
Australia,Queensland,1993,Wheat,1.0844584230808445,2.0
Australia,Queensland,1994,Barley,0.7403760069960765,2.0
Australia,Queensland,1994,Canola,0.1656211642135602,3.0
Australia,Queensland,1994,Oats,0.12709101880947427,4.0
Australia,Queensland,1994,Wheat,0.7602301620013698,1.0
Australia,Queensland,1995,Barley,1.0503077734072357,1.0
Australia,Queensland,1995,Canola,0.12579515484315373,4.0
Australia,Queensland,1995,Oats,0.27926947919129885,3.0
Australia,Queensland,1995,Wheat,0.8873005050346934,2.0
Australia,Queensland,1996,Barley,2.0149251832308495,1.0
Australia,Queensland,1996,Canola,0.9681231554669054,3.0
Australia,Queensland,1996,Oats,0.8070845754920195,4.0
Australia,Queensland,1996,Wheat,1.573596188434983,2.0
Australia,Queensland,1997,Barley,1.434509258896169,1.0
Australia,Queensland,1997,Canola,0.5184204929709211,4.0
Australia,Queensland,1997,Oats,0.5646082730702534,3.0
Australia,Queensland,1997,Wheat,1.3698817087265986,2.0
Australia,Queensland,1998,Barley,1.933310455939667,1.0
Australia,Queensland,1998,Canola,0.9645150552400108,4.0
Australia,Queensland,1998,Oats,0.9941702159500028,3.0
Australia,Queensland,1998,Wheat,1.8311737426212513,2.0
Australia,Queensland,1999,Barley,1.9080936067603904,2.0
Australia,Queensland,1999,Canola,0.9712314553840578,3.0
Australia,Queensland,1999,Oats,0.9640953106906704,4.0
Australia,Queensland,1999,Wheat,1.9312903396719552,1.0
Australia,Queensland,2000,Barley,1.0382463471275778,2.0
Australia,Queensland,2000,Canola,0.4060084454823665,4.0
Australia,Queensland,2000,Oats,0.45270665745475336,3.0
Australia,Queensland,2000,Wheat,1.0803267914371344,1.0
Australia,Queensland,2001,Barley,1.8293019168768225,1.0
Australia,Queensland,2001,Canola,0.9443991729129997,3.0
Australia,Queensland,2001,Oats,0.8299685350178445,4.0
Australia,Queensland,2001,Wheat,1.5610964840844197,2.0
Australia,Queensland,2002,Barley,1.1727215139662264,1.0
Australia,Queensland,2002,Canola,0.6806134838733291,3.0
Australia,Queensland,2002,Oats,0.5308956805859428,4.0
Australia,Queensland,2002,Wheat,1.1501330766460343,2.0
Australia,Queensland,2003,Barley,2.0049452749506314,1.0
Australia,Queensland,2003,Canola,0.9656524970984974,3.0
Australia,Queensland,2003,Oats,0.9118467978532026,4.0
Australia,Queensland,2003,Wheat,1.7147132328866124,2.0
Australia,Queensland,2004,Barley,1.6897243554981687,1.0
Australia,Queensland,2004,Canola,0.889901821078628,3.0
Australia,Queensland,2004,Oats,0.7647766832466341,4.0
Australia,Queensland,2004,Wheat,1.5626874347774449,2.0
Australia,Queensland,2005,Barley,1.4429386460616445,2.0
Australia,Queensland,2005,Canola,0.576596569784145,4.0
Australia,Queensland,2005,Oats,0.5806960339573314,3.0
Australia,Queensland,2005,Wheat,1.5918114684455689,1.0
Australia,Queensland,2006,Barley,1.2453423041253895,1.0
Australia,Queensland,2006,Canola,0.22809558889102932,4.0
Australia,Queensland,2006,Oats,0.22857414289248212,3.0
Australia,Queensland,2006,Wheat,1.1515173744714349,2.0
Australia,Queensland,2007,Barley,1.3187938692117227,1.0
Australia,Queensland,2007,Canola,0.41573144998520195,3.0
Australia,Queensland,2007,Oats,0.39668990245456204,4.0
Australia,Queensland,2007,Wheat,1.0480168124149665,2.0
Australia,Queensland,2008,Barley,2.014263783256149,1.0
Australia,Queensland,2008,Canola,0.9054081798806664,3.0
Australia,Queensland,2008,Oats,0.8986702836624532,4.0
Australia,Queensland,2008,Wheat,1.8093419059611513,2.0
Australia,Queensland,2009,Barley,1.591994624068362,1.0
Australia,Queensland,2009,Canola,0.4939959433833232,3.0
Australia,Queensland,2009,Oats,0.466024950579923,4.0
Australia,Queensland,2009,Wheat,1.3248102207573285,2.0
Australia,Queensland,2010,Barley,1.8373222814555437,1.0
Australia,Queensland,2010,Canola,1.0534196948545986,3.0
Australia,Queensland,2010,Oats,0.9748079413356474,4.0
Australia,Queensland,2010,Wheat,1.7702185635226098,2.0
Australia,Queensland,2011,Barley,2.2553890308986126,1.0
Australia,Queensland,2011,Canola,1.1882772130431076,4.0
Australia,Queensland,2011,Oats,1.2687782085168418,3.0
Australia,Queensland,2011,Wheat,2.0994956881817406,2.0
Australia,Queensland,2012,Barley,1.8671747888616377,1.0
Australia,Queensland,2012,Canola,0.6589393852699454,4.0
Australia,Queensland,2012,Oats,0.685732446588128,3.0
Australia,Queensland,2012,Wheat,1.7400904299412545,2.0
Australia,Queensland,2013,Barley,1.4941227952818972,1.0
Australia,Queensland,2013,Canola,0.4430712748501304,3.0
Australia,Queensland,2013,Oats,0.38106998625765454,4.0
Australia,Queensland,2013,Wheat,1.3945413712786685,2.0
Australia,Queensland,2014,Barley,1.3394607989723668,2.0
Australia,Queensland,2014,Canola,0.5645240821188635,3.0
Australia,Queensland,2014,Oats,0.40009141379202484,4.0
Australia,Queensland,2014,Wheat,1.3514326094528641,1.0
Australia,Queensland,2015,Barley,2.4528073611593424,1.0
Australia,Queensland,2015,Canola,1.3767348426885153,3.0
Australia,Queensland,2015,Oats,1.2212550762705279,4.0
Australia,Queensland,2015,Wheat,2.0455986682622487,2.0
Australia,Queensland,2016,Barley,2.7575563201241717,1.0
Australia,Queensland,2016,Canola,1.8368499301883165,4.0
Australia,Queensland,2016,Oats,1.8666414904933273,3.0
Australia,Queensland,2016,Wheat,2.639112642583563,2.0
Australia,Queensland,2017,Barley,1.48757523170656,2.0
Australia,Queensland,2017,Canola,1.0162209405247877,3.0
Australia,Queensland,2017,Oats,0.889915075468936,4.0
Australia,Queensland,2017,Wheat,1.5782505394764061,1.0
Australia,Queensland,2018,Barley,2.7769991299049117,1.0
Australia,Queensland,2018,Canola,1.4458685278743377,3.0
Australia,Queensland,2018,Oats,1.4161727326947162,4.0
Australia,Queensland,2018,Wheat,2.1595658549711114,2.0
Australia,Queensland,2019,Barley,1.774600018526296,2.0
Australia,Queensland,2019,Canola,1.2094216199037575,3.0
Australia,Queensland,2019,Oats,1.1673027142873116,4.0
Australia,Queensland,2019,Wheat,1.81688041545095,1.0
Australia,Queensland,2020,Barley,2.0717877252168106,1.0
Australia,Queensland,2020,Canola,1.064962020887288,4.0
Australia,Queensland,2020,Oats,1.0776568564193219,3.0
Australia,Queensland,2020,Wheat,1.9805416036122616,2.0
Australia,Queensland,2021,Barley,2.6569521946498496,1.0
Australia,Queensland,2021,Canola,1.6442615256290924,4.0
Australia,Queensland,2021,Oats,1.6904126794729857,3.0
Australia,Queensland,2021,Wheat,2.513458269375544,2.0
Australia,South Australia,1989,Barley,1.8733581339662524,1.0
Australia,South Australia,1989,Canola,1.3718552278227762,3.0
Australia,South Australia,1989,Oats,1.282294457497835,4.0
Australia,South Australia,1989,Wheat,1.748631371598894,2.0
Australia,South Australia,1990,Barley,1.6928565036532577,1.0
Australia,South Australia,1990,Canola,1.2489386723424403,4.0
Australia,South Australia,1990,Oats,1.4287961576230455,3.0
Australia,South Australia,1990,Wheat,1.4590536244610846,2.0
Australia,South Australia,1991,Barley,1.843390985260906,1.0
Australia,South Australia,1991,Canola,1.3301626128304567,4.0
Australia,South Australia,1991,Oats,1.4272668388785887,3.0
Australia,South Australia,1991,Wheat,1.5727341385874751,2.0
Australia,South Australia,1992,Barley,2.0921821402993004,1.0
Australia,South Australia,1992,Canola,1.3033420610078168,3.0
Australia,South Australia,1992,Oats,1.301673507311981,4.0
Australia,South Australia,1992,Wheat,1.7686743941004872,2.0
Australia,South Australia,1993,Barley,1.9111413716993537,1.0
Australia,South Australia,1993,Canola,1.1633694600615732,4.0
Australia,South Australia,1993,Oats,1.2238807895732393,3.0
Australia,South Australia,1993,Wheat,1.7056929959129397,2.0
Australia,South Australia,1994,Barley,1.359509884940115,1.0
Australia,South Australia,1994,Canola,0.8187590571092365,4.0
Australia,South Australia,1994,Oats,0.9789286020916095,3.0
Australia,South Australia,1994,Wheat,1.1550494377096694,2.0
Australia,South Australia,1995,Barley,1.9476584303068751,1.0
Australia,South Australia,1995,Canola,1.4870291589373963,3.0
Australia,South Australia,1995,Oats,1.4126016572080942,4.0
Australia,South Australia,1995,Wheat,1.8159413347075346,2.0
Australia,South Australia,1996,Barley,1.9807807781166415,1.0
Australia,South Australia,1996,Canola,1.2270819596078517,4.0
Australia,South Australia,1996,Oats,1.4111564813146282,3.0
Australia,South Australia,1996,Wheat,1.7400082784165072,2.0
Australia,South Australia,1997,Barley,1.707507417961561,2.0
Australia,South Australia,1997,Canola,1.3124025068669818,4.0
Australia,South Australia,1997,Oats,1.3741378122142884,3.0
Australia,South Australia,1997,Wheat,1.8895280294352523,1.0
Australia,South Australia,1998,Barley,2.0882864691714413,1.0
Australia,South Australia,1998,Canola,1.3160765894240631,4.0
Australia,South Australia,1998,Oats,1.4860535671729254,3.0
Australia,South Australia,1998,Wheat,1.7990533682661698,2.0
Australia,South Australia,1999,Barley,1.7942534691033951,1.0
Australia,South Australia,1999,Canola,0.8926251438212569,4.0
Australia,South Australia,1999,Oats,1.1234091501018568,3.0
Australia,South Australia,1999,Wheat,1.6426626837275622,2.0
Australia,South Australia,2000,Barley,2.215601798446564,1.0
Australia,South Australia,2000,Canola,1.4211883558665455,4.0
Australia,South Australia,2000,Oats,1.5005080073009889,3.0
Australia,South Australia,2000,Wheat,1.963427753832573,2.0
Australia,South Australia,2001,Barley,2.460017688277219,1.0
Australia,South Australia,2001,Canola,1.7296700253862216,4.0
Australia,South Australia,2001,Oats,1.7707608923138651,3.0
Australia,South Australia,2001,Wheat,2.330069220134628,2.0
Australia,South Australia,2002,Barley,1.3251082579914035,1.0
Australia,South Australia,2002,Canola,0.6285599001376716,4.0
Australia,South Australia,2002,Oats,0.9336936182825253,3.0
Australia,South Australia,2002,Wheat,1.1952125967264906,2.0
Australia,South Australia,2003,Barley,1.9865295885537746,1.0
Australia,South Australia,2003,Canola,1.4462959349888873,4.0
Australia,South Australia,2003,Oats,1.543526212168211,3.0
Australia,South Australia,2003,Wheat,1.9645789007599443,2.0
Australia,South Australia,2004,Barley,1.6825771463318135,1.0
Australia,South Australia,2004,Canola,1.0731495488360063,3.0
Australia,South Australia,2004,Oats,1.0207588395951162,4.0
Australia,South Australia,2004,Wheat,1.6011218379759753,2.0
Australia,South Australia,2005,Barley,2.2810309505909254,1.0
Australia,South Australia,2005,Canola,1.4052964082805046,4.0
Australia,South Australia,2005,Oats,1.5027570277047377,3.0
Australia,South Australia,2005,Wheat,2.0354358592136235,2.0
Australia,South Australia,2006,Barley,0.8949790564994324,1.0
Australia,South Australia,2006,Canola,0.11511957455955757,4.0
Australia,South Australia,2006,Oats,0.48378284713444764,3.0
Australia,South Australia,2006,Wheat,0.6492644481245753,2.0
Australia,South Australia,2007,Barley,1.4970959780450106,1.0
Australia,South Australia,2007,Canola,0.8233520419731204,4.0
Australia,South Australia,2007,Oats,0.9625373358022542,3.0
Australia,South Australia,2007,Wheat,1.25355040939299,2.0
Australia,South Australia,2008,Barley,1.5005101162093886,1.0
Australia,South Australia,2008,Canola,0.8054677828959984,4.0
Australia,South Australia,2008,Oats,1.136999239683159,3.0
Australia,South Australia,2008,Wheat,1.1740520606382177,2.0
Australia,South Australia,2009,Barley,2.0739222988361004,1.0
Australia,South Australia,2009,Canola,1.447071962394733,4.0
Australia,South Australia,2009,Oats,1.5980512333054704,3.0
Australia,South Australia,2009,Wheat,1.9399730799206534,2.0
Australia,South Australia,2010,Barley,2.642562362481088,1.0
Australia,South Australia,2010,Canola,1.7350021927290804,4.0
Australia,South Australia,2010,Oats,1.8391924788973841,3.0
Australia,South Australia,2010,Wheat,2.474172697532361,2.0
Australia,South Australia,2011,Barley,1.9300933801695628,1.0
Australia,South Australia,2011,Canola,1.1889770228094811,4.0
Australia,South Australia,2011,Oats,1.5068975210063047,3.0
Australia,South Australia,2011,Wheat,1.8702671141640415,2.0
Australia,South Australia,2012,Barley,1.8372853695073612,1.0
Australia,South Australia,2012,Canola,1.2332146062521785,4.0
Australia,South Australia,2012,Oats,1.5458161250429021,3.0
Australia,South Australia,2012,Wheat,1.7891222497023787,2.0
Australia,South Australia,2013,Barley,1.869222531145871,2.0
Australia,South Australia,2013,Canola,1.4590386369671793,4.0
Australia,South Australia,2013,Oats,1.6496537282133827,3.0
Australia,South Australia,2013,Wheat,1.898513833732927,1.0
Australia,South Australia,2014,Barley,2.2541995662631082,1.0
Australia,South Australia,2014,Canola,1.315003516883957,4.0
Australia,South Australia,2014,Oats,1.5639528966488925,3.0
Australia,South Australia,2014,Wheat,2.0181545475920735,2.0
Australia,South Australia,2015,Barley,2.0985600880476967,1.0
Australia,South Australia,2015,Canola,1.3549869221936095,4.0
Australia,South Australia,2015,Oats,1.5335853088497722,3.0
Australia,South Australia,2015,Wheat,1.9956965254021797,2.0
Australia,South Australia,2016,Barley,2.3945193798725697,1.0
Australia,South Australia,2016,Canola,1.7347922641338012,3.0
Australia,South Australia,2016,Oats,1.684968088024771,4.0
Australia,South Australia,2016,Wheat,2.247582054856404,2.0
Australia,South Australia,2017,Barley,2.0376137111728587,1.0
Australia,South Australia,2017,Canola,1.3787112265133854,4.0
Australia,South Australia,2017,Oats,1.6417555177741536,3.0
Australia,South Australia,2017,Wheat,1.9137185729109891,2.0
Australia,South Australia,2018,Barley,1.5013189530795337,1.0
Australia,South Australia,2018,Canola,0.921225985289231,4.0
Australia,South Australia,2018,Oats,1.3242011571252763,3.0
Australia,South Australia,2018,Wheat,1.4499804647308911,2.0
Australia,South Australia,2019,Barley,1.8784203060919733,1.0
Australia,South Australia,2019,Canola,1.0748687847397944,4.0
Australia,South Australia,2019,Oats,1.4442888150615967,3.0
Australia,South Australia,2019,Wheat,1.7520015638054915,2.0
Australia,South Australia,2020,Barley,1.9153841310087945,2.0
Australia,South Australia,2020,Canola,1.305998430990231,4.0
Australia,South Australia,2020,Oats,1.5896522147287402,3.0
Australia,South Australia,2020,Wheat,1.9742529160486266,1.0
Australia,South Australia,2021,Barley,2.0664721076813244,1.0
Australia,South Australia,2021,Canola,1.5394463704017673,4.0
Australia,South Australia,2021,Oats,1.774170603562737,3.0
Australia,South Australia,2021,Wheat,2.019038503300928,2.0
Australia,Tasmania,1989,Barley,2.4756951560989666,2.0
Australia,Tasmania,1989,Canola,0.8856258389877096,4.0
Australia,Tasmania,1989,Oats,1.4624975703536214,3.0
Australia,Tasmania,1989,Wheat,3.3210017591869594,1.0
Australia,Tasmania,1990,Barley,2.5109950615574546,2.0
Australia,Tasmania,1990,Canola,1.1612291208384287,4.0
Australia,Tasmania,1990,Oats,1.6516887993153002,3.0
Australia,Tasmania,1990,Wheat,3.485840086611626,1.0
Australia,Tasmania,1991,Barley,2.493815924389133,2.0
Australia,Tasmania,1991,Canola,1.1510464133813971,4.0
Australia,Tasmania,1991,Oats,1.709246344204327,3.0
Australia,Tasmania,1991,Wheat,3.3220713212148607,1.0
Australia,Tasmania,1992,Barley,2.820906019958455,2.0
Australia,Tasmania,1992,Canola,1.3020985108765917,4.0
Australia,Tasmania,1992,Oats,1.8874111161552083,3.0
Australia,Tasmania,1992,Wheat,3.9292734701124417,1.0
Australia,Tasmania,1993,Barley,2.6150016797440614,2.0
Australia,Tasmania,1993,Canola,1.2952710964355303,4.0
Australia,Tasmania,1993,Oats,1.8349985790377366,3.0
Australia,Tasmania,1993,Wheat,3.6184699525202273,1.0
Australia,Tasmania,1994,Barley,2.0538445113970463,2.0
Australia,Tasmania,1994,Canola,0.8138853387367782,4.0
Australia,Tasmania,1994,Oats,1.2457212752308562,3.0
Australia,Tasmania,1994,Wheat,2.719405864677273,1.0
Australia,Tasmania,1995,Barley,2.7803444482757103,2.0
Australia,Tasmania,1995,Canola,1.40793543567133,4.0
Australia,Tasmania,1995,Oats,1.909093725965917,3.0
Australia,Tasmania,1995,Wheat,3.7465749454638084,1.0
Australia,Tasmania,1996,Barley,2.613683953505671,2.0
Australia,Tasmania,1996,Canola,1.312363673081435,4.0
Australia,Tasmania,1996,Oats,1.7941811985226268,3.0
Australia,Tasmania,1996,Wheat,3.5445006326681234,1.0
Australia,Tasmania,1997,Barley,2.606978222558345,2.0
Australia,Tasmania,1997,Canola,1.2549132641565648,4.0
Australia,Tasmania,1997,Oats,1.748676667954073,3.0
Australia,Tasmania,1997,Wheat,3.7759899348416646,1.0
Australia,Tasmania,1998,Barley,3.107224492794483,2.0
Australia,Tasmania,1998,Canola,1.5970744518076039,4.0
Australia,Tasmania,1998,Oats,2.044573495715526,3.0
Australia,Tasmania,1998,Wheat,4.227644649613838,1.0
Australia,Tasmania,1999,Barley,2.720733623261182,2.0
Australia,Tasmania,1999,Canola,1.3461748255958905,4.0
Australia,Tasmania,1999,Oats,1.866981860792702,3.0
Australia,Tasmania,1999,Wheat,3.718698927068613,1.0
Australia,Tasmania,2000,Barley,2.9371372877040254,2.0
Australia,Tasmania,2000,Canola,1.4295388944355627,4.0
Australia,Tasmania,2000,Oats,1.9375978640905425,3.0
Australia,Tasmania,2000,Wheat,3.8598628212405695,1.0
Australia,Tasmania,2001,Barley,3.2683996955379886,2.0
Australia,Tasmania,2001,Canola,1.6787785653631309,4.0
Australia,Tasmania,2001,Oats,2.2293391318383433,3.0
Australia,Tasmania,2001,Wheat,4.305936203852649,1.0
Australia,Tasmania,2002,Barley,2.868634580157114,2.0
Australia,Tasmania,2002,Canola,1.505138834536671,4.0
Australia,Tasmania,2002,Oats,1.934136635325347,3.0
Australia,Tasmania,2002,Wheat,3.8416917357872533,1.0
Australia,Tasmania,2003,Barley,2.8240495476771694,2.0
Australia,Tasmania,2003,Canola,1.3868844187371585,4.0
Australia,Tasmania,2003,Oats,1.940552173093363,3.0
Australia,Tasmania,2003,Wheat,3.6996612803444826,1.0
Australia,Tasmania,2004,Barley,3.3691414407549676,2.0
Australia,Tasmania,2004,Canola,1.9485609199875307,4.0
Australia,Tasmania,2004,Oats,2.4738952363466735,3.0
Australia,Tasmania,2004,Wheat,4.427050900888146,1.0
Australia,Tasmania,2005,Barley,3.399086991123884,2.0
Australia,Tasmania,2005,Canola,1.671416853842552,4.0
Australia,Tasmania,2005,Oats,2.200890834940937,3.0
Australia,Tasmania,2005,Wheat,4.54510820781245,1.0
Australia,Tasmania,2006,Barley,2.2986328397815816,2.0
Australia,Tasmania,2006,Canola,0.6676320976762766,4.0
Australia,Tasmania,2006,Oats,0.9015974638103192,3.0
Australia,Tasmania,2006,Wheat,2.511448297497588,1.0
Australia,Tasmania,2007,Barley,2.8077868274691005,2.0
Australia,Tasmania,2007,Canola,1.4425417232187705,4.0
Australia,Tasmania,2007,Oats,1.9653453404308148,3.0
Australia,Tasmania,2007,Wheat,3.9256425647784754,1.0
Australia,Tasmania,2008,Barley,2.8349546506152987,2.0
